,leaf,compl,spec,area,perim,tip,base,l.max,r.max,EFN1.type,EFN1.side,EFN1.max.1,EFN1.bowl.max.1,EFN1.bowl.max.2,EFN1.max.2,EFN1.min.1,EFN1.bowl.min.1,EFN1.bowl.min.2,EFN1.min.2,EFN1.vein,EFN1.margin,EFN1.base,EFN1.tip,EFN2.type,EFN2.side,EFN2.max.1,EFN2.bowl.max.1,EFN2.bowl.max.2,EFN2.max.2,EFN2.min.1,EFN2.bowl.min.1,EFN2.bowl.min.2,EFN2.min.2,EFN2.vein,EFN2.margin,EFN2.base,EFN2.tip,EFN3.type,EFN3.side,EFN3.max.1,EFN3.bowl.max.1,EFN3.bowl.max.2,EFN3.max.2,EFN3.min.1,EFN3.bowl.min.1,EFN3.bowl.min.2,EFN3.min.2,EFN3.vein,EFN3.margin,EFN3.base,EFN3.tip,EFN4.type,EFN4.side,EFN4.max.1,EFN4.bowl.max.1,EFN4.bowl.max.2,EFN4.max.2,EFN4.min.1,EFN4.bowl.min.1,EFN4.bowl.min.2,EFN4.min.2,EFN4.vein,EFN4.margin,EFN4.base,EFN4.tip,EFN5.type,EFN5.side,EFN5.max.1,EFN5.bowl.max.1,EFN5.bowl.max.2,EFN5.max.2,EFN5.min.1,EFN5.bowl.min.1,EFN5.bowl.min.2,EFN5.min.2,EFN5.vein,EFN5.margin,EFN5.base,EFN5.tip,EFN6.type,EFN6.side,EFN6.max.1,EFN6.bowl.max.1,EFN6.bowl.max.2,EFN6.max.2,EFN6.min.1,EFN6.bowl.min.1,EFN6.bowl.min.2,EFN6.min.2,EFN6.vein,EFN6.margin,EFN6.base,EFN6.tip,EFN7.type,EFN7.side,EFN7.max.1,EFN7.bowl.max.1,EFN7.bowl.max.2,EFN7.max.2,EFN7.min.1,EFN7.bowl.min.1,EFN7.bowl.min.2,EFN7.min.2,EFN7.vein,EFN7.margin,EFN7.base,EFN7.tip,EFN8.type,EFN8.side,EFN8.max.1,EFN8.bowl.max.1,EFN8.bowl.max.2,EFN8.max.2,EFN8.min.1,EFN8.bowl.min.1,EFN8.bowl.min.2,EFN8.min.2,EFN8.vein,EFN8.margin,EFN8.base,EFN8.tip,EFN9.type,EFN9.side,EFN9.max.1,EFN9.bowl.max.1,EFN9.bowl.max.2,EFN9.max.2,EFN9.min.1,EFN9.bowl.min.1,EFN9.bowl.min.2,EFN9.min.2,EFN9.vein,EFN9.margin,EFN9.base,EFN9.tip,EFN10.type,EFN10.side,EFN10.max.1,EFN10.bowl.max.1,EFN10.bowl.max.2,EFN10.max.2,EFN10.min.1,EFN10.bowl.min.1,EFN10.bowl.min.2,EFN10.min.2,EFN10.vein,EFN10.margin,EFN10.base,EFN10.tip,EFN11.type,EFN11.side,EFN11.max.1,EFN11.bowl.max.1,EFN11.bowl.max.2,EFN11.max.2,EFN11.min.1,EFN11.bowl.min.1,EFN11.bowl.min.2,EFN11.min.2,EFN11.vein,EFN11.margin,EFN11.base,EFN11.tip,EFN12.type,EFN12.side,EFN12.max.1,EFN12.bowl.max.1,EFN12.bowl.max.2,EFN12.max.2,EFN12.min.1,EFN12.bowl.min.1,EFN12.bowl.min.2,EFN12.min.2,EFN12.vein,EFN12.margin,EFN12.base,EFN12.tip,EFN13.type,EFN13.side,EFN13.max.1,EFN13.bowl.max.1,EFN13.bowl.max.2,EFN13.max.2,EFN13.min.1,EFN13.bowl.min.1,EFN13.bowl.min.2,EFN13.min.2,EFN13.vein,EFN13.margin,EFN13.base,EFN13.tip,EFN14.type,EFN14.side,EFN14.max.1,EFN14.bowl.max.1,EFN14.bowl.max.2,EFN14.max.2,EFN14.min.1,EFN14.bowl.min.1,EFN14.bowl.min.2,EFN14.min.2,EFN14.vein,EFN14.margin,EFN14.base,EFN14.tip,EFN15.type,EFN15.side,EFN15.max.1,EFN15.bowl.max.1,EFN15.bowl.max.2,EFN15.max.2,EFN15.min.1,EFN15.bowl.min.1,EFN15.bowl.min.2,EFN15.min.2,EFN15.vein,EFN15.margin,EFN15.base,EFN15.tip,EFN16.type,EFN16.side,EFN16.max.1,EFN16.bowl.max.1,EFN16.bowl.max.2,EFN16.max.2,EFN16.min.1,EFN16.bowl.min.1,EFN16.bowl.min.2,EFN16.min.2,EFN16.vein,EFN16.margin,EFN16.base,EFN16.tip,EFN17.type,EFN17.side,EFN17.max.1,EFN17.bowl.max.1,EFN17.bowl.max.2,EFN17.max.2,EFN17.min.1,EFN17.bowl.min.1,EFN17.bowl.min.2,EFN17.min.2,EFN17.vein,EFN17.margin,EFN17.base,EFN17.tip
y,,,,,,172.339,195.665,186.711,185.145,,,191.156,191.236,191.325,191.378,191.135,191.262,191.357,191.452,190.761,192.038,,,,,194.172,194.135,194.098,194.077,193.982,194.056,194.204,194.284,193.696,194.881,,,,,192.165,192.024,191.837,191.685,191.992,191.971,191.918,191.886,191.749,192.214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Misc,,,,,,,,,Estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,128,N,foetidum_100898,,,127.444,96.435,114.469,113.411,La,L,99.991,99.864,99.669,99.552,99.78,99.78,99.753,99.753,100.579,98.817,,,La,L,98.885,98.801,98.637,98.578,98.827,98.78,98.647,98.605,99.859,97.853,,,La,R,100.266,100.309,100.483,100.542,100.542,100.462,100.309,100.224,101.219,99.667,,,La,R,101.277,101.304,101.367,101.388,101.515,101.415,101.251,101.166,102.023,100.864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y,,,,,,190.585,194.5,184.848,199.157,,,191.288,191.31,191.347,191.373,191.479,191.405,191.262,191.198,192.188,190.431,,,,,191.892,191.966,192.13,192.209,192.167,192.125,192.003,191.955,192.908,191.474,,,,,196.178,196.231,196.448,196.543,196.236,196.3,196.427,196.49,195.121,197.563,,,,,196.654,196.734,196.988,197.083,196.781,196.808,196.855,196.898,195.617,198.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Misc,,,,,,Estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,129,M,formosanum_Hu2007,,,195.0084772,155.0034819,164.2744808,170.9419801,La,L,156.2029333,156.1676484,156.0547666,155.9771485,156.3863636,156.2593636,155.8854333,155.7513637,156.6968151,154.4213987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y,,,,,,65.42615903,85.89432331,69.27849192,83.88349021,,,80.94132389,81.08949054,81.49870566,81.7103723,81.30820568,81.27999052,81.24470569,81.22353902,81.60807381,80.63440726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Misc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,130,Y,formosanum_Hu2007,,,87.905,75.967,74.253,90.128,La,L,74.662,74.605,74.39,74.355,74.651,74.602,74.415,74.358,76.623,73.124,,,La,L,75.951,75.888,75.713,75.607,75.867,75.84,75.74,75.681,76.75,73.152,,,La,L,74.65,74.734,74.983,75.057,74.84,74.856,74.872,74.872,75.253,74.369,,,La,R,77.073,77.094,77.221,77.258,77.264,77.227,77.073,77.031,77.306,76.888,,,La,R,79.19,79.29,79.56,79.608,79.396,79.401,79.407,79.412,79.147,79.698,,,La,R,80.257,80.282,80.363,80.398,80.144,80.193,80.419,80.479,80.208,80.828,,,La,R,82.448,82.501,82.695,82.751,82.585,82.585,82.596,82.606,81.795,82.635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y,,,,,,88.942,126.45,113.877,120.925,,,122.89,122.957,123.144,123.208,123.179,123.137,122.954,122.897,122.717,122.442,,,,,123.576,123.534,123.423,123.359,123.365,123.407,123.523,123.597,123.338,122.333,,,,,125.831,125.831,125.799,125.778,125.635,125.719,125.942,126.016,125.629,126.587,,,,,127.069,127.116,127.344,127.402,127.164,127.19,127.259,127.302,127.042,127.593,,,,,127.111,127.111,127.101,127.101,126.926,127.005,127.217,127.28,125.518,128.254,,,,,126.58,126.524,126.27,126.185,126.323,126.354,126.432,126.46,125.335,127.889,,,,,126.933,126.922,126.933,126.944,126.817,126.873,127.046,127.095,124.721,127.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Misc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,131,M,formosanum_Hu2007,,,77.533,131.741,125.582,94.848,La,L,130.344,130.429,130.634,130.69,130.45,130.498,130.598,130.63,126.379,132.292,,,La,L,128.99,129.011,129.032,129.032,128.757,128.87,129.166,129.272,126.661,132.958,,,La,L,130.831,130.762,130.503,130.445,130.455,130.545,130.678,130.746,127.9,134.048,,,La,L,131.964,131.974,131.958,131.979,131.789,131.889,132.059,132.128,131.434,133.244,,,La,L,131.461,131.392,131.138,131.053,131.124,131.177,131.279,131.318,130.761,132.334,,,La,R,124.481,124.354,124.074,123.851,124.248,124.227,124.232,124.259,124.326,123.973,,,La,R,120.354,120.269,119.93,119.814,120.121,120.121,120.094,120.116,120.29,119.415,,,La,R,116.025,115.935,115.76,115.655,116.052,115.972,115.792,115.702,116.734,114.194,,,La,R,114.236,114.109,113.82,113.693,113.75,113.87,114.088,114.208,115.196,110.956,,,La,R,111.153,111.019,110.638,110.476,110.793,110.8,110.85,110.878,113.263,109.326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y,,,,,,168.529,106.299,136.885,120.375,,,122.4,122.336,122.181,122.146,122.116,122.185,122.343,122.386,121.087,123.599,,,,,121.003,120.876,120.488,120.347,120.699,120.706,120.706,120.678,120.068,122.534,,,,,114.871,114.792,114.427,114.348,114.76,114.697,114.596,114.538,114.385,115.464,,,,,110.374,110.252,110.067,109.86,110.172,110.188,110.151,110.146,110.331,109.866,,,,,107.759,107.754,107.611,107.551,107.834,107.749,107.576,107.498,107.752,107.463,,,,,104.542,104.569,104.622,104.6,104.796,104.69,104.452,104.368,105.544,102.517,,,,,105.373,105.389,105.458,105.463,105.627,105.521,105.246,105.114,106.116,103.434,,,,,109.474,109.543,109.744,109.839,109.791,109.744,109.559,109.474,112.183,105.473,,,,,110.8,110.73,110.462,110.342,110.815,110.73,110.497,110.384,112.847,107.103,,,,,110.589,110.589,110.476,110.448,110.765,110.659,110.384,110.243,113.87,108.564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Misc,,,,,,Estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,132,M,formosanum_Hu2007,,,242.464,152.463,183.557,183.303,La,L,168,167.929,167.739,167.696,168.014,167.972,167.788,167.693,169.439,167.195,,,La,L,163.068,163.04,162.983,162.941,163.174,163.082,162.906,162.75,165.947,162.454,,,La,L,161.163,161.105,161.015,160.951,161.248,161.158,160.967,160.872,163.11,159.321,,,La,L,156.81,156.725,156.605,156.556,156.81,156.753,156.598,156.535,157.395,155.723,,,La,L,155.406,155.307,155.025,154.926,155.265,155.201,155.088,155.039,155.85,153.924,,,La,L,153.903,153.855,153.834,153.781,154.046,153.982,153.755,153.659,154.331,152.654,,,La,R,155.035,155.109,155.279,155.363,155.332,155.257,155.146,155.083,155.744,154.136,,,La,R,157.011,156.944,156.799,156.69,156.99,156.916,156.831,156.736,157.565,155.286,,,La,R,160.803,160.84,161.02,161.057,161.031,160.994,160.851,160.824,161.576,156.506,,,La,R,159.618,159.702,159.844,159.928,159.964,159.886,159.674,159.583,160.415,158.863,,,La,R,163.1,163.179,163.322,163.407,163.38,163.322,163.179,163.11,164.55,161.565,,,La,R,161.819,161.914,162.11,162.195,162.01,162.015,161.988,161.999,162.327,161.692,,,La,R,164.904,165.079,165.317,165.402,165.206,165.216,165.206,165.206,166.645,164.105,,,La,R,168.938,,,169.411,169.143,,,169.185,170.18,169.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y,,,,,,89.239,107.886,82.529,121.645,,,91.186,91.306,91.588,91.673,91.532,91.496,91.391,91.313,95.821,89.154,,,,,93.013,93.14,93.423,93.564,93.338,93.31,93.253,93.19,97.959,92.033,,,,,96.187,96.329,96.589,96.737,96.525,96.499,96.404,96.356,99.78,93.853,,,,,99.928,100.034,100.224,100.302,100.245,100.189,100.062,100.005,100.489,98.594,,,,,102.722,102.785,102.919,102.99,103.032,102.962,102.785,102.701,103.314,101.79,,,,,104.738,104.87,105.14,105.246,105.045,105.024,104.987,104.955,105.368,104.426,,,,,109.712,109.797,109.956,110.035,109.728,109.791,109.94,109.998,109.31,111.104,,,,,111.647,111.704,111.816,111.912,111.88,111.795,111.7,111.612,111.167,112.388,,,,,109.58,109.622,109.85,109.887,109.664,109.686,109.807,109.834,108.553,113.898,,,,,114.448,114.575,114.843,114.942,114.596,114.639,114.801,114.857,114.152,115.965,,,,,113.395,113.422,113.58,113.644,113.395,113.459,113.58,113.644,109.728,116.882,,,,,116.353,116.353,116.364,116.353,116.205,116.268,116.459,116.549,115.993,116.888,,,,,115.776,115.803,115.824,115.803,115.591,115.649,115.925,115.999,110.194,118.671,,,,,116.649,,,116.657,116.417,,,116.776,110.913,119.422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Misc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,133,Y,betulifolium_100960,,,294.64,224.515,251.312,260.202,La,L,241.776,241.639,241.004,240.877,241.173,241.247,241.448,241.512,242.591,239.903,,,La,L,238.802,238.464,237.903,237.733,238.273,238.231,238.072,238.03,239.458,236.664,,,La,L,235.394,235.193,234.728,234.558,235.119,235.024,234.812,234.717,236.664,233.257,,,La,R,230.314,230.357,231.055,231.108,230.706,230.727,230.822,230.822,230.727,230.854,,,La,R,234.426,234.564,234.934,234.998,234.781,234.754,234.648,234.617,234.818,234.098,,,La,R,238.852,239,239.543,239.67,239.261,239.261,239.233,239.219,239.268,238.831,,,MLa,R,251.777,251.883,252.328,252.412,252.095,252.102,252.151,252.144,251.587,252.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y,,,,,,67.416,91.355,63.966,98.594,,,76.158,76.115,75.83,75.787,76.348,76.211,75.819,75.692,77.152,74.718,,,,,78.602,78.666,78.782,78.825,79.036,78.909,78.602,78.528,80.169,77.29,,,,,81.322,81.386,81.682,81.788,81.915,81.767,81.375,81.248,83.217,79.692,,,,,92.9,92.89,92.784,92.784,92.594,92.657,93.112,93.176,92.509,93.832,,,,,93.472,93.535,93.668,93.71,93.414,93.435,93.874,93.954,93.329,95.472,,,,,95.299,95.349,95.419,95.462,95.172,95.215,95.617,95.723,95.116,97.268,,,,,98.827,98.834,98.75,98.742,98.531,98.623,98.961,99.046,92.075,98.933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Misc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,134,N,betulifolium_100960,,,69.109,108.86,111.019,75.078,La,L,109.506,109.495,109.495,109.474,109.072,109.231,109.739,109.929,108.437,112.416,,,La,L,108.924,108.987,109.082,109.104,108.723,108.775,109.262,109.4,108.331,111.358,,,La,R,99.938,99.801,99.399,99.187,99.367,99.473,99.706,99.811,100.393,99.173,,,La,R,95.144,95.119,94.982,94.925,94.971,94.996,95.081,95.105,95.229,93.747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y,,,,,,184.637,134.853,169.397,142.981,,,145.817,145.637,145.172,144.97,145.404,145.415,145.383,145.383,145.553,144.96,,,,,140.547,140.42,139.996,139.848,140.166,140.166,140.24,140.261,140.271,139.901,,,,,137.181,137.107,136.885,136.811,137.319,137.223,136.842,136.663,138.825,133.435,,,,,139.721,139.704,139.608,139.562,139.767,139.721,139.605,139.58,140.215,133.054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Misc,,,,,,Estimated,,Estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,135,M,betulifolium_100960,,,163.456,125.067,160.126,124.566,La,L,137.089,136.948,136.313,136.123,136.483,136.546,136.659,136.687,136.532,136.758,,,La,L,132.644,132.496,131.911,131.713,132.228,132.235,132.228,132.256,132.165,131.942,,,La,R,123.634,123.634,123.507,123.472,123.86,123.769,123.352,123.155,125.144,120.544,,,La,R,125.18,125.137,124.867,124.809,125.031,125.021,125,124.994,125.508,118.597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y,,,,,,177.2,129.342,134.789,166.031,,,128.355,128.326,128.129,128.058,128.573,128.411,128.002,127.903,129.992,126.167,,,,,128.644,128.637,128.693,128.693,129.053,128.891,128.432,128.284,129.625,125.868,,,,,137.689,137.837,138.472,138.599,138.296,138.268,138.176,138.141,138.381,138.719,,,,,145.5,145.531,145.568,145.584,145.653,145.605,145.463,145.399,145.563,147.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Misc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,136,M,betulifolium_100960,,,142.875,144.293,160.888,127.275,La,L,152.696,152.495,151.649,151.511,152.209,152.167,151.966,151.903,149.945,154.697,,,La,L,148.759,148.5,148.209,148.071,148.516,148.431,148.257,148.145,147.505,152.421,,,La,L,149.722,149.5,148.691,148.442,149.077,149.077,149.045,149.056,147.122,152.188,,,La,R,138.67,138.755,139.072,139.171,139.27,139.086,138.747,138.599,139.862,136.574,,,La,R,137.767,137.64,137.287,137.195,137.746,137.675,137.358,137.287,138.056,136.031,,,La,R,136.017,135.968,135.819,135.777,136.144,136.073,135.756,135.657,136.433,134.394,,,La,R,133.662,133.62,133.376,133.324,133.689,133.604,133.339,133.255,134.318,132.842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y,,,,,,254.931,185.822,228.409,223.837,,,200.491,200.501,200.734,200.776,201.104,200.935,200.29,200.12,201.327,200.078,,,,,195.236,195.368,195.633,195.733,195.686,195.601,195.4,195.225,196.162,193.209,,,,,194.792,194.802,194.744,194.728,195.225,195.093,194.4,194.199,195.742,192.864,,,,,194.352,194.5,195.051,195.213,194.55,194.712,194.959,195.037,194.867,194.373,,,,,198.381,198.501,198.861,198.967,198.804,198.748,198.55,198.487,198.826,198.078,,,,,201.5,201.605,202.029,202.142,201.866,201.852,201.718,201.662,201.944,201.224,,,,,205.724,205.803,206.142,206.222,206.1,206.052,205.883,205.825,206.523,205.761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Misc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
